詞目id,義項id,詞性,解說
,,動詞,筋骨扭傷。語氣完結時唸作siám--tio̍h。
,,形容詞,高尚又尊貴。
,,動詞,讓開、避開。
,,名詞,開瓶器。使用於玻璃瓶裝的酒或飲料。
,,名詞,女紅、針指。女子所做的針線、紡織、刺繡、縫紉等工作。
,,名詞,酒窩。笑時臉頰上出現如窩狀的部分。
,,名詞,由高粱所釀成的酒。
,,動詞,幫忙。幫助他人做事或者解決困難。
,,名詞,洋芋。根莖類。含有豐富澱粉，味道甘美。因為地下塊莖圓形如馬鈴狀，所以稱為「馬鈴薯」。在歐美為主食，臺灣則多作為蔬菜來搭配食用。
,,動詞,勾搭姘頭。
,,動詞,成為合資經營的合夥人。
,,動詞,接榫。將榫頭對榫孔接上去。
,,名詞,用來把酒注入容器內的漏斗。
,,形容詞,形容一個人滑頭、聰明，很鬼靈精。
,,名詞,鬼怪。
,,名詞,舊時騎馬穿在長袍外面的對襟短褂，原為滿清的服裝，今變成常服或禮服。
,,,針孔、針眼。針上穿線的孔。
,,名詞,供人飲酒或舉辦宴會的地方。
,,名詞,比喻事情最緊張激烈之處。
,,動詞,喝酒過量因而神志不清。
,,名詞,骨節、關節。
,,名詞,置放在馬背上的坐墊。兩邊高，中間低，方便騎乘。
,,名詞,蠶豆。豆類，莖粗大，偶數羽狀複葉，互生。春天開蝶形花，莢果為狹長橢圓形、稍扁平、肥厚、被細毛。種子橢圓形，可食用及入藥，莖葉可作綠肥。
,,動詞,共襄盛舉。參加熱鬧的事情。
,,動詞,自謙給人帶來麻煩或嘲笑他人只是湊熱鬧而已，無法提供實際的協助。
,,名詞,酒杯。
,,名詞,配料。烹煮食物時所用的配菜。
,,名詞,遊行隊伍。民俗節慶時，參加表演的業餘樂團或遊藝團體。臺灣地區廟會時，常見的「陣頭」有「南管」(lâm-kuán)、「北管」(pak-kuán)、「宋江陣」(Sòng-kang-tīn)、「車鼓陣」(tshia-kóo-tīn)、「蜈蚣閣」(giâ-kang-koh)等。
,,名詞,魚名。身體呈現長紡錘狀，頭部下側截平，上面則是呈現圓錐形，因為形狀很像馬的頭，所以才稱為「馬頭魚」。
,,名詞,骨灰。人死後火化骨骼所遺留的灰。
,,名詞,動物的骨骼燒成灰，可製成燐，並可用作肥料。
,,形容詞,形容一個人一天到晚動歪腦筋，想些不正經的點子。
,,名詞,原來專指在馬上所做的表演，現在泛稱各種雜技表演。
,,動詞,幫助。
,,名詞,製酒的過程中所產生的泥狀沉澱物。
,,動詞,閃躲。不敢面對。
,,名詞,土托魚、鰆魚。魚名。體長側扁，背部灰綠色，腹部銀白色，身體側面約有五十至六十條褐色橫帶。分布很廣，臺灣盛產於西南沿海，尤其以臺南、高雄沿海及澎湖近海最多。是高級的食用魚類之一。
,,動詞,水果上出現斑點。
,,名詞,酒缸。
,,名詞,酒德、酒品。飲酒時的品行。
,,名詞,荸薺。根莖類。生於溼地或沼澤，地下莖呈球形，皮黑而厚，肉白，可供食用。
,,名詞,驅趕馬匹的鞭子。
,,形容詞,光線不穩定，明明滅滅的樣子，也常以「閃閃爍爍」(siám-siám-sih-sih)的重疊型態出現。
,,名詞,高麗參。根莖類。為人參的一種。因為產於朝鮮半島，所以才有此名。
,,名詞,朝鮮半島上所生產的人參。
,,名詞,葉菜類。葉子又寬又厚，互相抱合成圓形或者圓錐形，可以食用。特別是可以用來醃製泡菜，味道十分鮮美。
,,名詞,高麗菜芽。葉菜類。採收高麗菜後留下的根莖，在側面生長出來的小高麗菜，可供食用。
,,名詞,風乾脫水後形成的乾燥食品。
,,動詞,乾杯。將杯子裡的酒喝光。
,,名詞,術數用語。易經八卦的卦名之一，代表天、陽的意思。或是六十四卦名之一，象徵君子應自強不息，努力永不懈怠的意思。
,,形容詞,代表陽性、男性的。
,,動詞,二人角力，將對方摔倒。
,,名詞,閒暇或是不用上班、上學的日子。
,,形容詞,不真實的、虛偽的。
,,動詞,偽裝、裝作。
,,副詞,多少。
,,形容詞,歪斜、不正。
,,動詞,占便宜。
,,動詞,進行某一件事情。
,,動詞,擔任或從事某種行業、工作。
,,動詞,製做。
,,動詞,身為、具有、成為一種身分。
,,動詞,招惹。
,,介詞,任由、儘管、只管。
,,動詞,寫作。
,,動詞,擔任某種職務。
,,動詞,結成某種關係。
,,動詞,放在對比的句子裡，表示不相涉。
,,動詞,許配、訂親。
,,動詞,運動中的東西不再運動。
,,動詞,背。專指背人。
,,動詞,竊取。
,,副詞,私底下、不光明正大。
,,名詞,家、居住所。
,,方位詞,腳下、跟前。
,,方位詞,在附近、左右的意思。
,,動詞,將東西裁斷。
,,動詞,風強力地吹來。
,,動詞,被蟲蛀掉。
,,名詞,用來截斷東西的利器。
,,動詞,扒竊。
,,量詞,計算成套、成組、成雙的物品單位。
,,形容詞,次要的、協助的。
,,形容詞,附帶的。
,,動詞,自以為是、自作聰明。
,,動詞,逞強、逞能。
,,動詞,女孩子許配給人家。
,,動詞,為人。指做人的態度、為人處世。
,,動詞,送人情、賣人情。給予他人恩惠，使人感激。
,,形容詞,形容事物的成就卓越非凡，影響力極大。
,,動詞,幹活。從事勞力的工作。
,,名詞,背小孩的背巾。可包住小孩的背部及臀部，再把背帶纏繞在身上綁好，將小孩子背在背上。
,,動詞,水災、淹水。
,,熟語,不依照生產或工程所規定的質量要求，而削減工序或用料。也比喻做事取巧。
,,動詞,偏袒。袒護一方，對某一方存私心。
,,動詞,作惡、為非作歹。
,,動詞,住手。停止進行的動作。
,,動詞,不繼續、不進行。
,,名詞,助手。協助處理事務的人。
,,動詞,坐月子。婦女生產後一個月內的休息和調養。
,,名詞,人們祭拜土地公，祈求一家大小平安的民間習俗，稱為「做牙」。農曆每逢初二、十六都要做牙」。正月初二、十六因為還在年節期間，不需「做牙」。二月初二為「頭牙」(thâu-gê)，十二月十六日為「尾牙」(bué-gê)。
,,動詞,假裝、裝蒜。
,,名詞,曾孫。稱謂。指稱兒子的孫子。
,,熟語,假惺惺、佯裝。
,,名詞,冒牌貨、贗品。
,,動詞,做法事。由道士來執行道教的某些特定儀式。
,,動詞,行善、做好事。
,,動詞,喪禮中請和尚或道士做法事。
,,動詞,裁布、買布。裁剪布料，通常引申為買布料。
,,名詞,依照書籍或文件的正本謄錄或影印出來的複製本。
,,動詞,慶生、過生日。舉行生日的慶祝活動。
,,名詞,私生子。一對男女在沒有合法婚姻關係下所生的子女。
,,動詞,做生意。經營商業，買賣物品。
,,副詞,一起、一塊兒。
,,動詞,生活上的接觸、往來。
,,形容詞,伶俐、靈活。形容小孩子天真活潑、動作俐落。
,,形容詞,形容人的言行怪異可笑。
,,形容詞,形容事務完善而沒有缺陷。
,,名詞,綽號、小名。非正式的名字。
,,熟語,假好心、貓哭耗子假慈悲。
,,動詞,詐死、裝死。
,,動詞,假惺惺、裝蒜。
,,動詞,人過世後，每七天要做一旬，請和尚尼姑來誦經，並且燒香祭拜、焚燒紙錢給故人用，共有七旬，四十九天。
,,熟語,裝瘋賣傻。故意裝成痴呆瘋癲的樣子。 
,,動詞,染色。
,,動詞,在逝世者去世的紀念日擺設供品祭拜。
,,連詞,假如、如果。
,,熟語,私下交往、秘密往來。
,,動詞,當作、成為店面。
,,動詞,偷拿。原指是用手指夾取東西，分量並不多。
,,名詞,製作物品或進行事務的方法。
,,熟語,紅杏出牆。指已婚婦女與其他男子有不正常的交往關係。
,,動詞,回門、歸寧。
,,動詞,寄居他鄉。
,,動詞,偷窺、作弊。偷偷地看、暗中察看，也可以引申為作弊。
,,動詞,偷吃。
,,動詞,作弊、投機取巧。利用時機、不守規定、不按部就班而獲取利益。
,,動詞,刮颱風。
,,動詞,推倒。
,,動詞,當壞人、扮黑臉。
,,副詞,一起、結伴。
,,動詞,當鬼。人死後變成鬼。
,,動詞,當鬼、扮鬼。用意在嚇人，也指一種小孩子的遊戲。一人扮鬼，其他人必須躲起來或逃跑，以免被抓到。被抓者和扮鬼者交換身分，繼續抓人。
,,熟語,裝神弄鬼、裝模作樣。
,,副詞,與事實或願望相反。
,,副詞,不巧。不恰巧，不能配合時機。
,,副詞,故意、唱反調。
,,副詞,故意與要求相反。
,,形容詞,形容人的生理及心理機能正常而強壯，沒有缺陷和疾病。
,,動詞,偷抓、偷捉。偷偷的捉取。
,,動詞,賭博時做莊家。
,,名詞,假牙。
,,動詞,偷取、偷拿。以不正當的方式，竊取他人物品、資料等。
,,動詞,偷偷摸摸的拿或取的動作。
,,動詞,假裝不在意。
,,動詞,裝瘋賣傻。
,,形容詞,因裝瘋賣傻程度太過，而使人感到行為過份，故引申為舉止過份，不懂節制。
,,動詞,患瘧疾、得瘧疾。「痢」指的是由瘧蚊傳播的急性傳染病「瘧疾」、「下痢」，而不是「痢疾」。
,,動詞,停止、休息。
,,名詞,利用閒暇的時間，於主業之外附帶經營的其他職業。
,,動詞,歇腳、休息。
,,動詞,停止供電。
,,副詞,多麼。加重語氣時唸作guā-á-nī。
,,名詞,扒手、三隻手。專門在公共場所偷取人家財物的小偷。
,,名詞,偽鈔。
,,形容詞,偏離某一地區的中心位置或距主要部分較遠。
,,副詞,假裝、假的。
,,動詞,調情。
,,動詞,作媒。替人說媒提親，撮合婚姻。
,,動詞,結親。締結成姻親。
,,名詞,利益、好處。
,,動詞,領頭、帶頭。
,,動詞,當先。趕在最前面。
,,動詞,演戲。
,,名詞,多少。
,,動詞,建醮。僧道設壇祈神求福的過程。通常選定一段特定的日期，設立祭壇，為新廟落成、神像開光、祈福、超渡亡魂等做法事。在做醮時通常需要齋戒，祈求做醮成功、合境平安。
,,動詞,消遣、排遣。排解愁悶、消磨時間。
,,動詞,作法。施用法術以趨吉避凶或以巫蠱陷害別人。
,,動詞,竊聽。
,,動詞,綁緊、拉緊。
,,動詞,改變原狀，靜的相反。
,,動詞,開始去做。
,,動詞,運用。
,,名詞,行為。
,,動詞,專注。
,,名詞,工作。
,,名詞,瓜果類。外觀呈葫蘆狀，為常見食材，可直接烹調，亦可製成菜乾。曬乾剖開除去中間乾燥的果肉後，可當作杓子使用。
,,名詞,杓子。
,,名詞,開鎖的用具。
,,名詞,題字的木板或石板，常掛在門楣上，有紀念或彰顯的意義。
,,名詞,地域、一定的範圍。
,,名詞,行政單位名，在縣市之下。
,,介詞,和、跟。
,,動詞,一起、加入。
,,動詞,晉謁。
,,動詞,引誘。
,,動詞,以狡猾手段或不實言語欺騙。
,,動詞,發出歌聲或叫聲。
,,動詞,講明白、先說好。
,,動詞,發出歌聲。
,,動詞,朗誦、讀出或背出文字。
,,動詞,吟唱。
,,動詞,嘮叨。
,,動詞,禽鳥類用嘴取食。
,,形容詞,由本義引申為形容人鼻子尖挺。
,,動詞,由本義引申為占人便宜，
,,動詞,喝、飲。
,,動詞,專指喝酒。
,,嘆詞,放在句首，表示驚奇、醒悟等情緒。
,,助詞,句末語助詞，表示語氣完結或提示主題。
,,助詞,句首助詞，用於表示提起主題或轉折語氣，也讀為--iah。
,,動詞,向他人或向神尋求解答。
,,動詞,審訊、追究。
,,動詞,嚐味道。
,,形容詞,獨一無二。
,,動詞,誘人。引誘別人。
,,動詞,騙人、哄人。
,,動詞,挖地。指開始土木工程。
,,動詞,開工。開始工作，指工廠開始工作，或工程開始進行。
,,名詞,啞巴。
,,形容詞,指生物失去其機能。
,,名詞,市以下的地方自治組織，承受市長的命令，辦理自治行政及交辦事項。
,,動詞,出手。用手接觸或毆打、爭鬥。
,,動詞,著手。開始進行。
,,動詞,喝水。
,,名詞,匏瓜、葫蘆。瓜果類。莖細長，卷鬚會纏繞在其他物品之上。瓜果又粗又長，剛長出來的時候會有細毛，成熟後，皮面光滑。可供食用和藥用。也可用來做為舀水的工具，叫「匏桸」。
,,名詞,人參。根莖類。多年生宿根草本植物。主根較為肥大，而且形狀像人形，所以叫「人參」。葉與根皆可入藥，在中藥裡是高級的滋補藥材。
,,動詞,參與、加入。參與某種活動或加入某種組織。
,,動詞,啟發別人，使人能領悟。
,,名詞,指人被啟發後，所得到的領悟。
,,名詞,規模較大的商店。
,,名詞,參考書。作為參考或援引資料的書籍。
,,名詞,指運動中的行為、態勢。
,,動詞,分別。
,,名詞,差別。
,,名詞,買賣貨物的店舖。
,,名詞,相對於植物的另一大類生物。多可自行攝食有機物以維生，有神經、感覺，並具運動能力。
,,名詞,因為商業行為而製造販售的物品。
,,動詞,為適應國防軍事的需要，將國家的人力、物力、財力等資源組織起來以支援軍事需求，並由平時狀態轉為戰時狀態，使國力能作最有效發揮的作為。
,,動詞,發動人群參加某項活動。
,,名詞,商業成品的展覽。
,,動詞,偷斤兩。指做生意偷斤減兩，占顧客便宜。
,,名詞,人參跟鹿茸製成的藥酒。參茸藥酒的簡稱。
,,動詞,喝茶。
,,動詞,喝酒。
,,名詞,地區、範圍。
,,名詞,匏瓜曬乾挖空製成的水瓢。
,,名詞,可移動的財產，如金錢、證券等。
,,名詞,運載貨物及旅客而以營利為目的的船舶。
,,名詞,由商店聚集在某一建築物內的市場。
,,名詞,商業界。
,,動詞,喝湯。
,,動詞,開導誘發。
,,動詞,交換意見。
,,動詞,不穩固、不堅定而搖擺晃動，多用以指抽象的事物。
,,名詞,以營利為目的，從事買賣生產物的經濟活動。
,,動詞,商量、交換意見。
,,動詞,動筷子，指進食、用餐。
,,名詞,洋人。因為歐美人的鼻樑較高，所以藉此特徵泛指歐美地區的外國人；有歧視的含意，要避免使用。
,,名詞,為表彰商品，而以文字或圖畫等作成的一種標記。經政府核准註冊後取得專利權。
,,名詞,引發人從事某種行為的力量和念頭。
